Number;IP;Time;Lifetime;Sendoptime;Recetime;Min;Max;Avr;PacketLost;FailsTimeOut;FailsInterError;FailsOtherError
2246;9.2.4.71;6/1/2017 6:36:44 AM;300;75;75;16;18;16;0;0;0;0;0;0;0
2247;9.2.4.71;6/1/2017 6:41:44 AM;300;75;75;16;21;17;0;0;0;0;0;0;0
2248;9.2.4.71;6/1/2017 6:46:44 AM;300;75;75;16;20;18;0;0;0;0;0;0;0
2249;9.2.4.71;6/1/2017 6:51:44 AM;300;75;75;16;20;18;0;0;0;0;0;0;0
2250;9.2.4.71;6/1/2017 6:56:44 AM;300;75;75;16;21;17;0;0;0;0;0;0;0
2251;9.2.4.71;6/1/2017 7:01:44 AM;300;75;75;16;18;16;0;0;0;0;0;0;0
2252;9.2.4.71;6/1/2017 7:06:44 AM;300;75;75;16;28;16;0;0;0;0;0;0;0
2253;9.2.4.71;6/1/2017 7:11:44 AM;300;75;75;16;37;17;0;0;0;0;0;0;0
2254;9.2.4.71;6/1/2017 7:16:44 AM;300;75;75;16;27;17;0;0;0;0;0;0;0
2255;9.2.4.71;6/1/2017 7:21:44 AM;300;75;75;16;37;17;0;0;0;0;0;0;0
2256;9.2.4.71;6/1/2017 7:26:44 AM;300;75;75;16;31;17;0;0;0;0;0;0;0
2257;9.2.4.71;6/1/2017 7:31:44 AM;300;75;75;16;35;17;0;0;0;0;0;0;0
2258;9.2.4.71;6/1/2017 7:36:44 AM;300;75;75;16;29;17;0;0;0;0;0;0;0
2259;9.2.4.71;6/1/2017 7:41:44 AM;300;75;75;16;38;17;0;0;0;0;0;0;0
2260;9.2.4.71;6/1/2017 7:46:44 AM;300;75;75;16;38;17;0;0;0;0;0;0;0
2261;9.2.4.71;6/1/2017 7:51:44 AM;300;75;75;16;38;17;0;0;0;0;0;0;0
2262;9.2.4.71;6/1/2017 7:56:44 AM;300;75;75;16;37;18;0;0;0;0;0;0;0
2263;9.2.4.71;6/1/2017 8:01:44 AM;300;75;75;16;38;17;0;0;0;0;0;0;0
2264;9.2.4.71;6/1/2017 8:06:44 AM;300;75;75;16;33;17;0;0;0;0;0;0;0
2265;9.2.4.71;6/1/2017 8:11:44 AM;300;75;75;16;35;18;0;0;0;0;0;0;0
2266;9.2.4.71;6/1/2017 8:16:44 AM;300;75;75;16;38;18;0;0;0;0;0;0;0
2267;9.2.4.71;6/1/2017 8:21:44 AM;300;75;75;16;38;17;0;0;0;0;0;0;0
2268;9.2.4.71;6/1/2017 8:26:44 AM;300;74;74;16;18;16;0;0;0;0;0;0;0
2269;9.2.4.71;6/1/2017 8:31:44 AM;300;72;72;16;19;16;0;0;0;0;0;0;0
2270;9.2.4.71;6/1/2017 8:36:44 AM;300;72;72;16;27;17;0;0;0;0;0;0;0
2271;9.2.4.71;6/1/2017 8:41:44 AM;300;72;72;16;21;17;0;0;0;0;0;0;0
2272;9.2.4.71;6/1/2017 8:46:44 AM;300;72;72;16;23;17;0;0;0;0;0;0;0
2273;9.2.4.71;6/1/2017 8:51:44 AM;300;73;73;16;37;17;0;0;0;0;0;0;0
2274;9.2.4.71;6/1/2017 8:56:44 AM;300;75;75;16;21;17;0;0;0;0;0;0;0
2275;9.2.4.71;6/1/2017 9:01:44 AM;300;75;75;16;33;17;0;0;0;0;0;0;0
2276;9.2.4.71;6/1/2017 9:06:44 AM;300;75;75;16;19;17;0;0;0;0;0;0;0
2277;9.2.4.71;6/1/2017 9:11:44 AM;300;75;75;16;20;17;0;0;0;0;0;0;0
2278;9.2.4.71;6/1/2017 9:16:44 AM;300;75;75;16;19;17;0;0;0;0;0;0;0
2279;9.2.4.71;6/1/2017 9:21:44 AM;300;75;75;16;20;17;0;0;0;0;0;0;0
2280;9.2.4.71;6/1/2017 9:26:44 AM;300;75;75;16;32;17;0;0;0;0;0;0;0
2281;9.2.4.71;6/1/2017 9:31:44 AM;300;75;75;16;37;17;0;0;0;0;0;0;0
2282;9.2.4.71;6/1/2017 9:36:44 AM;300;75;75;16;31;17;0;0;0;0;0;0;0
2283;9.2.4.71;6/1/2017 9:41:44 AM;300;75;75;16;30;17;0;0;0;0;0;0;0
2284;9.2.4.71;6/1/2017 9:46:44 AM;300;75;75;16;34;18;0;0;0;0;0;0;0
2285;9.2.4.71;6/1/2017 9:51:44 AM;300;75;75;16;34;17;0;0;0;0;0;0;0
2286;9.2.4.71;6/1/2017 9:56:44 AM;300;75;75;16;36;18;0;0;0;0;0;0;0
2287;9.2.4.71;6/1/2017 10:01:44 AM;300;75;75;16;31;17;0;0;0;0;0;0;0
2288;9.2.4.71;6/1/2017 10:06:44 AM;300;75;75;16;29;17;0;0;0;0;0;0;0
2289;9.2.4.71;6/1/2017 10:11:44 AM;300;75;75;16;40;18;0;0;0;0;0;0;0
2290;9.2.4.71;6/1/2017 10:16:44 AM;300;75;75;16;37;18;0;0;0;0;0;0;0
2291;9.2.4.71;6/1/2017 10:21:44 AM;300;75;75;16;42;18;0;0;0;0;0;0;0
2292;9.2.4.71;6/1/2017 10:26:44 AM;300;75;75;16;33;18;0;0;0;0;0;0;0
2293;9.2.4.71;6/1/2017 10:31:44 AM;300;75;75;16;31;18;0;0;0;0;0;0;0
2294;9.2.4.71;6/1/2017 10:36:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2295;9.2.4.71;6/1/2017 10:41:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2296;9.2.4.71;6/1/2017 10:46:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2297;9.2.4.71;6/1/2017 10:51:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2298;9.2.4.71;6/1/2017 10:56:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2299;9.2.4.71;6/1/2017 11:01:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2300;9.2.4.71;6/1/2017 11:06:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2301;9.2.4.71;6/1/2017 11:11:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2302;9.2.4.71;6/1/2017 11:16:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2303;9.2.4.71;6/1/2017 11:21:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2304;9.2.4.71;6/1/2017 11:26:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2305;9.2.4.71;6/1/2017 11:31:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2306;9.2.4.71;6/1/2017 11:36:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2307;9.2.4.71;6/1/2017 11:41:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2308;9.2.4.71;6/1/2017 11:46:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2309;9.2.4.71;6/1/2017 11:51:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2310;9.2.4.71;6/1/2017 11:56:44 AM;300;75;0;0;0;0;100;75;0;0;0;0;0
2311;9.2.4.71;6/1/2017 12:01:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2312;9.2.4.71;6/1/2017 12:06:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2313;9.2.4.71;6/1/2017 12:11:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2314;9.2.4.71;6/1/2017 12:16:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2315;9.2.4.71;6/1/2017 12:21:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2316;9.2.4.71;6/1/2017 12:26:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2317;9.2.4.71;6/1/2017 12:31:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2318;9.2.4.71;6/1/2017 12:36:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2319;9.2.4.71;6/1/2017 12:41:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2320;9.2.4.71;6/1/2017 12:46:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2321;9.2.4.71;6/1/2017 12:51:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2322;9.2.4.71;6/1/2017 12:56:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2323;9.2.4.71;6/1/2017 1:01:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2324;9.2.4.71;6/1/2017 1:06:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2325;9.2.4.71;6/1/2017 1:11:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2326;9.2.4.71;6/1/2017 1:16:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2327;9.2.4.71;6/1/2017 1:21:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2328;9.2.4.71;6/1/2017 1:26:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2329;9.2.4.71;6/1/2017 1:31:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2330;9.2.4.71;6/1/2017 1:36:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2331;9.2.4.71;6/1/2017 1:41:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2332;9.2.4.71;6/1/2017 1:46:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2333;9.2.4.71;6/1/2017 1:51:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2334;9.2.4.71;6/1/2017 1:56:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2335;9.2.4.71;6/1/2017 2:01:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2336;9.2.4.71;6/1/2017 2:06:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2337;9.2.4.71;6/1/2017 2:11:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2338;9.2.4.71;6/1/2017 2:16:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
2339;9.2.4.71;6/1/2017 2:21:44 PM;300;75;0;0;0;0;100;75;0;0;0;0;0
